,language,sentences,Dependency_length,Intervener_Complexity,Sentence_length,Memory_load
2885,Korean,서울대학병원이 어디야,1,1,2,0
2886,Croatian,"Za neke druge aplikacije, multifokalne leće ili progresivne bi bile čak više zadovoljavajuće.",38,22,13,7
2887,Russian,"На Латеранском соборе 1215 г. папа принял решение передать земли графа Тулузского Симону де Монфору, пришедшему покарать еретиков.",42,31,18,10
2888,English,The U.S. has become a dumping ground for everybody else's problems.,30,19,11,5
2889,Greek,Όχι να την πλένω κι αποπάνω.,12,7,6,2
2890,Catalan,"Pel que fa als altres premis, el ""Josep Sala"" de petit format, dotat amb 150.000 ptes., ha estat lliurat a Gabriel Pérez Bolaño, jove artista lleidatà guardonat amb una obra de tècnica mixta, que es titula ""Llunàtic"".",159,69,37,20
2891,Swedish,jag har fått både slå till och värja mig i mina dagar. Jag har fått sätta mig till motvärn och gå till anfall med ibland – det är bara ett annat sätt att försvara sig – utan att se så noga på vad det kostade och allteftersom det passade bäst i den miljö jag hade hamnat i.,190,83,57,30
2892,Croatian,"U takvim situacijama je najvažnija podrška okoline (obitelj, prijatelji).",25,18,9,3
2893,Ukranian,Документи для отримання відправлення: Ознайомитися з повним переліком документів для отримання відправлення.,29,17,12,6
2894,Croatian,"Još jedna kampanja u potkrepu: Prema otkrivenju svete Brigite, svi oni koji se pridržavaju prirodnoga zakona, ma kojoj vjeri pripadali, spasit će se.",89,53,23,14
2895,Croatian,"""Jedna moja prijateljica je otišla u Grčku i kod kuće ostavila dvojicu sinova: jednog od 7 i drugog od 15 godina.",62,39,21,12
2896,Korean,"국가적으로는 비단을 짜는 수준에까지 직조술이 발전하였는데, 이러한 비단은 왕실과 일부 귀족 그리고 중국 등 다른 나라와의 무역에 이용되었다.",54,45,18,11
2897,French,L'aire de production est en proximité du lac de Bolsena.,23,15,10,4
2898,Finnish,Olkaa kuin kotonanne .,6,4,4,1
2899,Korean,따라서 일상적인 관찰에서 학술적인 성찰로의 연구방향은 그 의미성을 부여받는다.,19,18,9,3
2900,Slovenian,Nastopili bodo še sopranistka Svetlana Čursina ter baritonist Moto Cyozaki in basist Stevan Stojanović.,40,24,14,7
2901,English,Still the garden held its breath.,11,9,6,1
2902,Japanese,________________________,0,0,1,0
2903,Finnish,"Kun maan pääkaupungista Port-au-Princestä saapui Les Cayesiin aseistettuja joukkoja, muuttui ruokamellakoiden luonne väkivaltaiseksi.",36,24,13,9
2904,Norwagein,- Hva skal man si?,11,5,5,3
2905,Japanese,____,3,3,1,2
2906,French,"ou, c'est moi qui …",11,5,5,3
2907,Italian,"Quante persone affogarono quando l'""Estonia"" si ribaltò ed affondò?",31,18,9,7
2908,Norwagein,Hadde flere av AaFKs mannskap tatt hans eksempel til etterfølgelse ville nok kampen sett annerledes ut.,43,24,16,10
2909,Danish,"Det hed Kontorets Bodega, og det var ikke et sted, man lod sig se, hvis man ville være velset i byens herskende indremissionske kredse.",107,39,24,15
2910,Romanian,"Comisia stabilește, până la 31 decembrie 2007, data la care lista devine o listă pozitivă.",54,30,15,10
2911,German,Fusion WorldCom/Sprint geplatzt,4,3,3,2
2912,Russian,"Можно ли с первого взгляда определить, есть ли что-то живое на антарктическом леднике?",51,24,13,16
2913,Ukranian,Що свого часу й практикувалося.,9,7,5,0
2914,Swedish,Och det är bara om nackdelarna är lika stora som fördelarna som man bör använda försiktighetsprincipen.,58,18,16,10
2915,Croatian,Mlada turska sopranistica Burcu Uyar osvojila je nagradu DEBUT 2006 na europskom opernom natjecanju održanom prošlog tjedna u Mannheimu u Njemačkoj.,59,35,21,8
2916,Dutch,"Bij gebruik van 'n liter melk per dag zou men 32 gram grotendeels verzadigd vet naar binnen krijgen en dat is met het oog op toeneming van hart en vaatziekten toch wel bedenkelijk, zo stelde dr. Mellema.",186,93,37,22
2917,German,Angesichts des Finanzhungers der Telekom-Gesellschaften wegen UMTS wohl ein nicht zu verachtender Betrag ...,49,32,14,5
2918,Polish,To utrudnia zakładanie rodziny.,6,5,4,2
2919,Romanian,Fructele cu coajă lignificată care compun eșantionul compozit trebuie să fie amestecate în mod omogen.,40,23,15,9
2920,Croatian,"Dan kada bi trebali pokloniti malo više pozornosti i ljubavi, nego to inače činimo, onima koje su uz nas od našeg prvog dana, prvog plača, prve bolesti, prvog koraka...",127,60,29,18
2921,Spanish,Yo me acerqué a verlo.,9,6,5,2
2922,Spanish,"Esta Naturaleza no es, ciertamente, la que la ciencia se da por objeto, su sentido es el negativo de un concepto límite que es la toma de conciencia de que nuestro saber está rebasado por su propio fondo vital.",151,77,39,21
2923,Portuguese,Criticou a Fifa até pelas diretrizes sobre suprimento de água durante as partidas.,38,20,13,6
2924,Portuguese,É que ninguém consegue explicar como é que elas poderão ter ido aí parar a não ser devido à aceleração provocada por uma explosão.,79,41,24,15
2925,Croatian,Kostur je dobro očuvan.,7,4,4,0
2926,Italian,"Ei chinavan li raffi e «Vuo' che 'l tocchi», diceva l'un con l'altro, «in sul groppone?».",119,49,16,12
2927,Polish,Próbował ugasić ogień rękami.,8,5,4,3
2928,Croatian,"Postajući isprepleteno transnacionalnim i globalnim kulturnim tokovima, svojim stanovnicima ono nudi do sada nepoznate mogućnosti oblikovanja osobnoga i skupnoga identiteta.",65,53,20,12
2929,Polish,Do niczego nie przyznała się podczas badań.,13,9,7,3
2930,Greek,"Αξιότιμε κύριε Πρόεδρε, κυρία Επίτροπε, αξιότιμοι συνάδελφοι, η ελευθέρωση των οδικών μεταφορών αναμφίβολα οδήγησε στο να έχουμε στην Ευρώπη καλύτερη προσφορά και καλύτερες τιμές.",83,42,24,12
2931,English,what is the most expensive flight from dallas to baltimore,17,13,10,1
2932,Swedish,"Dudley tog på sig ett falskt, inställsamt leende.",29,20,8,3
2933,Chinese,柠檬七喜，通常简称柠七，是一种香港饮品，做法是直接把新鲜柠檬切片，放入七喜之内，类似柠檬可乐，约在二十世纪末在茶餐厅出售，其起源已不可考。,275,117,1,22
2934,Romanian,"Scris-au atunce viziriul la Dumitrașco vodă, eșind nemții din cetățile Țărâi Moldovei, să triimiță să le strâce toate, ca altă dată să nu mai vie oștii să între într-însăle.",122,55,29,17
2935,German,Folgerichtig laufen sie dann auch ausschließlich auf Microsoft-Plattformen .,21,9,9,2
2936,Ukranian,Садочок розташувався у старому палацику.,11,6,5,1
2937,Polish,Przygotuje się pan poseł Roman Andrzejewski.,12,9,6,3
2938,Chinese,全长约130米、阔约5米。,22,10,1,9
2939,Romanian,"Cînd vreun frate sau vreo sor murind făr de moștenitori, au frați vitregi și nepoți de frați sau de surori buni, atunci nepoții opresc de la moștenire, pre frații vitregi, după cum trebuia să-i oprească și tatăl sau muma lor, de trăia.",158,87,42,24
2940,Danish,"Ifølge en gammel aftale indgået mellem Nordjyllands Amt og Bedemændenes Landsforenings nordjyske kreds har portørerne nemlig haft lov til at afkræve bedemændene et beløb på 70 kr. pr. lig, som de hjalp med at løfte op i kisten.",107,56,38,22
2941,Romanian,"Numai nărocirea lui a fostu că l-au tunpinat niște polcuri de husari, de l-au mai rătuit, pân-au agiunsu și pedestrimea, nemții.",120,46,21,15
2942,Croatian,"Pregovaranje u takvim okolnostima dovelo bi Škotsku u nepovoljan položaj i 'što bi više tražili u pregovorima, to je manja vjerojatnost da bi joj članice poput Španjolske ili Belgije, sa svojim pokretima neovisnosti, bile spremne dati jednostavan izlaz, obzirom na presedan koji bi bio i više nego očit', navodi se u izvješću.",375,151,52,27
2943,Slovenian,od maja meseca pa dokler ni bila slana smo pasli,27,11,10,3
2944,Norwagein,"Det blir fem minutter sudden death, og hadde ikke publikum fått det de betalte for med seks mål, får de det i hvert fall 24,2 sekunder før kampen går til straffekonkurranse.",154,75,31,17
2945,Norwagein,"- Ja, for det var ikke planen i det hele tatt.",41,17,11,3
2946,English,They married in 2014. [17] [18] [19],26,14,7,8
2947,Chinese,1976年，凱倫在洛杉磯的世紀城中購置了兩棟公寓，並將它們合併成一個分契式公寓，其坐落於星光街（Avenue of the Stars）2222號。,138,70,4,19
2948,German,Die Übernahme des Kieler Kommunikationsspezialisten Hagenuk hat das Ratinger Unternehmen Tiptel 1998 tief in die roten Zahlen gedrückt .,78,38,19,5
2949,French,"L'idée est de révitaliser des dessertes omnibus grâce à des horaires cadencés, moyennant des contrats passés entre des acteurs locaux et la SNCF.",76,41,23,10
2950,Catalan,"La direcció de la fira va regalar al Rei una edició facsímil de Ratón Pérez, el conte que el pare Coloma va escriure per encàrrec de la mare d'Alfons XIII quan va perdre la primera dent.",121,59,36,17
2951,Italian,"Detto questo, temo che dovremmo abituarci a convivere con i graffiti perché, come ha saggiamente detto lei, a meno che tutti i condomini - e lo ritengo assai poco probabile - si impegnino allo spasimo, mi pare impossibile tentare di arginarli.",290,122,41,25
2952,Ukranian,"Сьогодні ми компанією їздили на один з тих пароходів, великий військовий, що зветься «Dandolo» (по імені одного знаменитого дожа).",88,40,19,12
2953,Catalan,"""Vaig assistir al seu naixement, com a membre del Teatre Fronterer.",47,23,11,9
2954,English,You can use this on twist outs.,14,9,7,3
2955,Greek,Δηλαδή τα μειονεκτήματα και οι δαπάνες που θα επωμισθεί μια άλλη τοπική αρχή δεν πρέπει πλέον να λαμβάνονται υπόψη κατά την απόφαση ανάθεσης έργου.,82,34,24,11
2956,Italian,"Da queste due, se tu ti rechi a mente lo Genesì dal principio, convene prender sua vita e avanzar la gente; e perché l'usuriere altra via tene, per sé natura e per la sua seguace dispregia, poi ch'in altro pon la spene.",160,81,42,22
2957,Spanish,"Esta noche, en Barnasants, repasará su cancionero con el apoyo de un guitarrista.",38,22,13,8
2958,Ukranian,"— Ви,— каже,— без сокири.",19,11,5,2
2959,Dutch,Dat voordeel woog op tegen het publiek.,15,9,7,4
2960,Slovenian,"Do leta 1958 se je imenovala Sirska univerza, a je bila po ustanovitvi Univerze v Aleppu preimenovana.",76,43,17,10
2961,Catalan,"L'organització de la pràctica religiosa de l'islam, religió majoritària dels immigrants a Europa, o fins i tot la relació amb el país d'origen i la promoció dels immigrants com a verdaders vectors de desenvolupament.",152,70,34,14
2962,Italian,Ritorno sugli investimenti positivo con soluzioni di marketing combinate su Facebook.,28,16,11,4
2963,Dutch,Het michaellegioen heeft zondag in twee kerken in Breda de oecumenische diensten verstoord door een protest tegen de open communie.,71,36,20,11
2964,French,"En 1971, il se marie à Françoise, qu'il surnomme Belote (prononcé « Bélote », dérivé de belle).",84,36,17,10
2965,Dutch,Ook de SP leed er zwaar onder: vele politieke kopstukken moesten opstappen.,39,22,12,8
2966,Dutch,nu blijkt dat Feyenoord kampioen wordt,11,5,6,2
2967,Greek,Ακουμπάω το Μπερέτα μπροστά σ τον Ασιάτη.,15,10,7,4
2968,Portuguese,Mais 3.600 concessionários da marca aderiram à proibição.,14,12,8,3
2969,Swedish,När hon var elva år gammal dog hennes pappa.,22,14,9,5
2970,Polish,"Tutaj film wykorzystuje tradycje marca 1968 roku - czarnym charakterem jest mecenas Franczuk, doradca zakładowej ""Solidarności"".",50,29,16,9
2971,Spanish,Nació en Ermua (Vizcaya) el 24 de enero de 1982.,35,20,10,8
2972,Chinese,2004年11月，来往于洛布尼亚和萨维奥洛夫站的机场联络轨道系统通车。,48,20,1,5
2973,French,Ce travail fait l'objet d'émissions radiophoniques et d'un CD hors commerce.,37,20,11,5
2974,Chinese,虽然萨摩藩吞并了琉球，但萨摩藩希望假借琉球的名义，对明朝进行朝贡贸易。,57,36,1,16
2975,French,Les rencontres des tableaux dits de « consolation » et celles par « zones géographiques » ne sont pas prises en compte.,83,46,22,11
2976,Catalan,¿Què cal fer quan el nom no els basta i no som de cap empresa?,57,23,15,11
2977,English,"0 - Number of new drugs or vaccines against ""priority pathogens"" listed by the Centres for Disease Control that have been developed and introduced since 11 September 2001.",84,48,28,20
2978,Polish,"Czułam te ruchome kosteczki i bałam się, że mi się rozpadną w rękach.",46,19,13,8
2979,Italian,Non so bene che cosa sia la massoneria Mario Monti E' questa la persona che governa il paese?,50,28,18,14
2980,Spanish,"En esta macrooperación, desarrollada con las policías venezolana, colombiana, italiana, panameña, francesa y española, ya se intervinieron hace seis meses 10 toneladas de cocaína a bordo del buque Suerte y fueron detenidos 12 venezolanos, dos italianos y un francés.",173,95,39,20
2981,Croatian,"Sastanak EBRD-a ""jasna je poruka o tome kako svijet računa na Srbiju i Crnu Goru u daljnjem tijeku europskih integracija"" rekao je.",103,48,22,14
2982,Polish,W drugim przypadku każdy z formularzy musi zawierać odesłanie do takiego upoważnienia.,27,20,12,6
2983,Korean,마피아는 옛 소련 땅의 전역에 스며 있는 독버섯이다.,15,16,8,2
